ts,open,high,low,close,volume,funding,borrow,liq,depeg,oi
1768586400,95076.09000000,95215.74000000,94960.04000000,95001.19000000,353.51337000,0.0,0.0,0.0,0.0,0.0
1768590000,95001.19000000,95055.31000000,94841.31000000,95002.09000000,176.56522000,0.0,0.0,0.0,0.0,0.0
1768593600,95002.09000000,95561.50000000,94682.00000000,95553.60000000,414.87593000,0.0,0.0,0.0,0.0,0.0
1768597200,95553.61000000,95600.00000000,95359.69000000,95523.52000000,341.14068000,0.0,0.0,0.0,0.0,0.0
1768600800,95523.52000000,95574.00000000,95260.64000000,95514.00000000,283.10566000,0.0,0.0,0.0,0.0,0.0
1768604400,95513.99000000,95577.89000000,95433.83000000,95550.94000000,143.41004000,0.0,0.0,0.0,0.0,0.0
1768608000,95550.94000000,95578.20000000,95433.94000000,95465.97000000,129.13356000,0.0,0.0,0.0,0.0,0.0
1768611600,95465.97000000,95530.00000000,95384.86000000,95399.93000000,104.26658000,0.0,0.0,0.0,0.0,0.0
1768615200,95399.94000000,95412.86000000,95200.00000000,95371.35000000,155.12882000,0.0,0.0,0.0,0.0,0.0
1768618800,95371.36000000,95384.87000000,95270.79000000,95372.95000000,132.45240000,0.0,0.0,0.0,0.0,0.0
1768622400,95372.94000000,95372.95000000,95260.64000000,95303.64000000,131.52683000,0.0,0.0,0.0,0.0,0.0
1768626000,95303.63000000,95373.64000000,95275.05000000,95323.67000000,103.95781000,0.0,0.0,0.0,0.0,0.0
1768629600,95323.68000000,95347.89000000,95186.29000000,95240.07000000,125.70578000,0.0,0.0,0.0,0.0,0.0
1768633200,95240.08000000,95240.08000000,95041.70000000,95101.67000000,197.34545000,0.0,0.0,0.0,0.0,0.0
1768636800,95101.67000000,95260.65000000,95021.67000000,95247.51000000,164.49559000,0.0,0.0,0.0,0.0,0.0
1768640400,95247.51000000,95290.08000000,95176.90000000,95260.65000000,104.24877000,0.0,0.0,0.0,0.0,0.0
1768644000,95260.65000000,95271.21000000,95116.47000000,95116.48000000,127.24070000,0.0,0.0,0.0,0.0,0.0
1768647600,95116.48000000,95323.86000000,95073.57000000,95323.86000000,218.85009000,0.0,0.0,0.0,0.0,0.0
1768651200,95323.85000000,95412.84000000,95243.63000000,95251.15000000,215.62364000,0.0,0.0,0.0,0.0,0.0
1768654800,95251.15000000,95438.33000000,95198.81000000,95438.32000000,227.83624000,0.0,0.0,0.0,0.0,0.0
1768658400,95438.32000000,95544.07000000,95357.02000000,95471.18000000,259.56584000,0.0,0.0,0.0,0.0,0.0
1768662000,95471.17000000,95639.45000000,95433.81000000,95573.64000000,747.96943000,0.0,0.0,0.0,0.0,0.0
1768665600,95573.65000000,95576.14000000,95212.25000000,95315.23000000,330.67135000,0.0,0.0,0.0,0.0,0.0
1768669200,95315.23000000,95440.80000000,95295.17000000,95357.24000000,141.20490000,0.0,0.0,0.0,0.0,0.0
1768672800,95357.23000000,95465.98000000,95346.00000000,95428.25000000,100.50730000,0.0,0.0,0.0,0.0,0.0
1768676400,95428.25000000,95428.25000000,95290.70000000,95291.38000000,64.10708000,0.0,0.0,0.0,0.0,0.0
1768680000,95291.37000000,95383.84000000,95291.36000000,95378.18000000,65.25873000,0.0,0.0,0.0,0.0,0.0
1768683600,95378.19000000,95412.86000000,95283.99000000,95302.94000000,114.01955000,0.0,0.0,0.0,0.0,0.0
1768687200,95302.94000000,95302.94000000,95050.00000000,95170.97000000,209.18455000,0.0,0.0,0.0,0.0,0.0
1768690800,95170.98000000,95208.96000000,95123.79000000,95147.77000000,110.50038000,0.0,0.0,0.0,0.0,0.0
1768694400,95147.77000000,95250.00000000,95067.83000000,95112.47000000,179.02691000,0.0,0.0,0.0,0.0,0.0
1768698000,95112.48000000,95112.48000000,94876.33000000,94966.90000000,243.72080000,0.0,0.0,0.0,0.0,0.0
1768701600,94966.89000000,95069.07000000,94880.53000000,95022.01000000,148.46070000,0.0,0.0,0.0,0.0,0.0
