ts,o,h,l,c,v,funding,borrow,liq,depeg,oi
1769673000,88403.07,88406.57,88306.60,88406.56,67.7400,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769673300,88406.57,88430.05,88290.00,88352.97,104.1095,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769673600,88352.96,88352.97,88260.00,88268.38,68.7391,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769673900,88268.38,88268.38,87987.99,87996.25,120.3115,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769674200,87996.25,88050.00,87950.00,87950.01,76.2063,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769674500,87950.01,88000.00,87907.80,87998.14,47.9640,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769674800,87998.15,88080.00,87998.14,88079.99,40.7173,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769675100,88080.00,88469.60,88079.99,88452.40,93.5448,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769675400,88452.40,88500.00,88290.03,88290.31,121.5022,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769675700,88290.31,88290.32,88189.52,88238.65,43.5884,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769676000,88238.65,88241.27,88099.57,88125.19,44.4108,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769676300,88125.20,88214.25,88034.82,88034.83,94.5733,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769676600,88034.83,88034.83,87931.94,87999.99,49.5348,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769676900,87999.99,88099.89,87999.99,88064.16,22.5802,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769677200,88064.16,88160.00,88033.11,88134.90,35.1405,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769677500,88134.89,88145.02,88033.11,88052.77,29.3930,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769677800,88052.77,88061.26,87993.60,87994.29,17.4106,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769678100,87994.28,88064.56,87994.28,88049.59,38.3214,-0.00003267,0.00005000,0.5000,0.000000,1000000
